ID,Symbol,Name,Symbol Lemgth
busdx,busdx,BUSDX,5
buying,buy,Buying.com,3
buymainstreet,$mainst,BuyMainStreet,7
buymore,more,BuyMORE,4
buzzshow,gldy,Buzzshow,4
bxh,bxh,BXH,3
byteball,gbyte,Obyte,5
bytecoin,bcn,Bytecoin,3
bytedex,bext,ByteDex,4
byteex,bx,ByteEx,2
bytenext,bnu,ByteNext,3
bytom,btm,Bytom,3
bytz,bytz,BYTZ,4
bzedge,bze,BZEdge,3
bzzone,bzzone,Bzzone,6
caashcow,cow,CaashCow,3
caave,caave,cAAVE,5
cabin,cabin,Cabin,5
cadenverse,$cdv,Cadenverse,4
caduceus,cmp,Caduceus,3
cage,c4g3,Cage,4
cakepad,ckp,CakePad,3
cakepunks,cakepunks,CAKEPUNKS,9
cakeswap,cakeswap,CakeSwap,8
caketools,ckt,Caketools,3
calaswap,cls,Calaswap,3
calaxy,clxy,Calaxy,4
calicoin,cali,CaliCoin,4
californium,cf,Californium,2
callisto,clo,Callisto Network,3
calvex,clvx,Calvex,4
camelcoin,cml,Camelcoin,3
camp,camp,Camp,4
canaryx,cnyx,CanaryX,4
candle,cndl,Candle,4
candylad,candylad,Candylad,8
cannabiscoin,cann,CannabisCoin,4
cannumo,canu,Cannumo,4
canto,canto,CANTO,5
canyacoin,can,CanYaCoin,3
cap,cap,Cap,3
capitol,cptl,Capitol,4
cappasity,capp,Cappasity,4
capricorn,corn,Capricorn,4
captain,capt,Captain,4
capybara,capy,Capybara,4
caramelswap,mel,CaramelSwap,3
carat,carat,CARAT,5
carbofoot,cfoot,CarboFoot,5
carbon,crbn,Carbon,4
carboncoin,carbon,Carboncoin,6
carbondefi,carbo,CarbonDEFI,5
carbonic,co2,Carbonic,3
cardalonia,lonia,Cardalonia,5
cardano,ada,Cardano,3
cardanoevo,cevo,CardanoEvo,4
cardence,$crdn,Cardence,5
cardiocoin,crdc,Cardiocoin,4
cardstack,card,Cardstack,4
cardstarter,cards,Cardstarter,5
cardwallet,cw,CardWallet,2
cargolink,clx,CargoLink,3
cargox,cxo,CargoX,3
carnomaly,carr,Carnomaly,4
carry,cre,Carry,3
carsautofinance,caf,CarsAutoFinance,3
cartesi,ctsi,Cartesi,4
carvertical,cv,carVertical,2
cashaa,cas,Cashaa,3
cashbackpro,cbp,CashBackPro,3
cashcats,$cats,CashCats,5
cashcow,cow,CashCow,3
cashdog,cashdog,CashDog,7
cashera,csr,Cashera,3
cashhand,chnd,Cashhand,4
cashpay,cpz,CashPay,3
cashthai,cthai,CashThai,5
cashzone,cashz,CashZone,5
casinocoin,csc,Casinocoin,3
casinoxmetaverse,$casio,CasinoXMetaverse,6
casperpad,cspd,CasperPad,4
caspian,csp,Caspian,3
castweet,ctt,Castweet,3
catapult,atd,A2DAO,3
catbonk,cabo,Catbonk,4
catbread,catbread,CatBread,8
catchy,catchy,Catchy,6
catecoin,cate,CateCoin,4
catgirl,catgirl,Catgirl,7
cato,cato,CATO,4
catocoin,cato,CatoCoin,4
catpay,catpay,CATpay,6
catscoin,cats,Catscoin,4
catzcoin,catz,CatzCoin,4
cavapoo,cava,Cavapoo,4
cave,cave,CaveWorld,4
cbdao,bree,CBDAO,4
cberry,cby,CBerry,3
cbomber,cbomber,CBOMBER,7
cca,cca,CCA,3
ccomp,ccomp,cCOMP,5
ccore,cco,Ccore,3
ccswap,cc,CCSwap,2
ccuniverse,uvu,CCUniverse,3
cdai,cdai,cDAI,4
cdbio,mcd,CDbio,3
cdzexchange,cdz,CDzExchange,3
cedars,ceds,CEDARS,4
ceek,ceek,CEEK Smart VR,4
ceji,ceji,Ceji,4
celcoin,celc,CelCoin,4
celeb,celeb,Celeb,5
celery,cly,Celery,3
celestial,celt,Celestial,4
celletf,ecell,Consensus Cell Network,5
cellframe,cell,Cellframe,4
celo,celo,Celo,4
celolaunch,cla,CeloLaunch,3
celostarter,cstar,CeloStarter,5
centaur,cntr,Centaur,4
centaurify,cent,Centaurify,4
centcex,cenx,Centcex,4
centerprime,cpx,CenterPrime,3
centrality,cennz,CENNZnet,5
centrifuge,cfg,Centrifuge,3
centurion,cnt,Centurion,3
cerealia,cer,Cerealia,3
ceres,ceres,Ceres,5
cerium,xce,Cerium,3
certik,ctk,Shentu,3
certrise,cert,CertRise,4
certurium,crt,Certurium,3
cexlt,clt,Cexlt,3
cgo,cgo,CGO,3
chainbing,cbg,Chainbing,3
chaincade,chaincade,ChainCade,9
chaincoin,chc,Chaincoin,3
chaincorn,cornx,Chaincorn,5
chainflip,flip,Chainflip,4
chainflix,cfxt,Chainflix,4
chainium,chx,WeOwn,3
chainlink,link,Chainlink,4
chainlist,clist,Chainlist,5
chainpay,cpay,Chainpay,4
chainport,portx,ChainPort,5
chainsquare,chs,Chainsquare,3
chainswap,asap,Chainswap,4
chainswaps,chain,ChainSwaps,5
chainx,pcx,ChainX,3
challengedac,chl,ChallengeDAC,3
champion,cham,Champion,4
change,cag,Change,3
changenow,now,ChangeNOW,3
changer,cng,Changer,3
changex,change,ChangeX,6
channels,can,Channels,3
chaos,chaos,Chaos,5
charactbit,chb,Charactbit,3
charitas,char,Charitas,4
charitydao,chd,CharityDAO,3
charm,charm,Charm,5
chartex,chart,ChartEx,5
checkdot,cdt,CheckDot,3
checkerchain,checkr,CheckerChain,6
checoin,checoin,CheCoin,7
chedda,chedda,Chedda,6
cheebs,chee,CHEEBS,4
cheems,cheems,Cheems,6
cheersland,cheers,CheersLand,6
cheesecakeswap,ccake,CheesecakeSwap,5
cheesedao,cheez,CheeseDAO,5
cheeseswap,chs,CheeseSwap,3
cheesus,cheesus,Cheesus,7
chefcake,chefcake,ChefCake,8
chellitcoin,chlt,Chellitcoin,4
cherish,chc,Cherish,3
cherrypye,cherrypye,CHERRYPYE,9
cherryswap,che,CherrySwap,3
chhipscoin,chh,CHHIPSCOIN,3
chia,xch,Chia,3
chicken,kfc,Chicken,3
chickenlegs,corn,ChickenLegs,4
chihuahua,hua,Chihuahua,3
chihuahuasol,chih,ChihuahuaSol,4
chihuahuax,chihua,Chihuahuax,6
chikincoin,ckc,ChikinCoin,3
chiliz,chz,Chiliz,3
chimaera,wchi,XAYA,4
chimeras,chim,Chimeras,4
chinaom,com,ChinaOM,3
chinu,$chinu,Chinu,6
chip,chip,Chip,4
chipstars,chips,Chipstars,5
chipz,chpz,Chipz,4
chirpley,chrp,Chirpley,4
chiwawa,chiwa,Chiwawa,5
choccyswap,ccy,ChoccySwap,3
choise,cho,Choise.com,3
chonk,chonk,Chonk,5
chorusx,cx1,ChorusX,3
chromaway,chr,Chromia,3
chronicle,xnl,Chronicle,3
chronicum,chro,Chronicum,4
chronobank,time,chrono.tech,4
chronobase,tik,ChronoBase,3
chronologic,day,Chronologic,3
chubbies,chubbies20,Chubbies,10
chubbyakita,cakita,ChubbyAkita,6
cia,cia,CIA,3
cindicator,cnd,Cindicator,3
cindrum,cind,Cindrum,4
circlepod,cpx,Circlepod,3
circleswap,cir,CircleSwap,3
cirquity,cirq,Cirquity,4
cirrus,crs,Cirrus,3
cirus,cirus,Cirus,5
citadao,knight,CitaDAO,6
citadel,ctl,Citadel,3
citrus,cts,Citrus,3
civic,cvc,Civic,3
civilization,civ,Civilization,3
claimswap,cla,ClaimSwap,3
clams,clam,Clams,4
classicbitcoin,cbtc,ClassicBitcoin,4
classicdoge,xdoge,ClassicDoge,5
classzz,czz,ClassZZ,3
cleancarbon,carbo,CleanCarbon,5
cleanocean,clean,CleanOcean,5
cleardao,clh,ClearDAO,3
clearpoll,poll,ClearPoll,4
clearpool,cpool,Clearpool,5
cleeps,clps,Cleeps,4
click,clk,Click,3
cliq,ct,CLIQ,2
cloakcoin,cloak,Cloakcoin,5
cloid,cgt,CLOID,3
cloudbric,clbk,Cloudbric,4
cloudchat,cc,CloudChat,2
cloudcoin,cc,CloudCoin,2
cloudname,cname,Cloudname,5
cloutcontracts,ccs,CloutContracts,3
clover,clv,Clover,3
clqdr,clqdr,cLiquidDriver,5
clucoin,clu,CluCoin,3
clytie,cly,Clytie,3
cneta,cneta,cNETA,5
cnn,cnn,Content Neutrality Network,3
cnns,cnns,CNNS,4
coal,mlb,COAL,3
coalculus,coal,Coalculus,4
coban,coban,COBAN,5
cockapoo,cpoo,Cockapoo,4
cocktailbar,coc,cocktailbar.finance,3
codex,cdex,Codex,4
cofix,cofi,CoFiX,4
cogecoin,coge,Cogecoin,4
cogiverse,cogi,9D NFT,4
coic,coic,COIC,4
coin,coin,Coin,4
coinalpha,alp,CoinAlpha,3
coinclaim,clm,CoinClaim,3
coindom,scc,Stem Cell Coin,3
coinerr,err,Coinerr,3
coinfantasy,cfan,CoinFantasy,4
coinfi,cofi,CoinFi,4
coinflect,wcflt,Coinflect,5
coinghost,gst,CoinGhost,3
coinhub,chb,COINHUB,3
coinlancer,cl,Coinlancer,2
coinlion,lion,CoinLion,4
coinloan,clt,CoinLoan,3
coinlogin,clg,CoinLogin,3
coinmeet,meet,CoinMeet,4
coinmetro,xcm,Coinmetro,3
coinmooner,mooner,CoinMooner,6
coinnec,coi,Coinnec,3
coinpad,cp,Coinpad,2
coinpoker,chp,CoinPoker,3
coinracer,crace,Coinracer,5
coinradr,radr,CoinRadr,4
coinsale,csf,Coinsale,3
coinscan,scan,CoinScan,4
coinscope,coinscope,Coinscope,9
coinspaid,cpd,CoinsPaid,3
coinstox,csx,Coinstox,3
cointorox,orox,Cointorox,4
coinversation,cto,Coinversation,3
coinviewcap,cvc,CoinViewCap,3
coinwealth,cnw,CoinWealth,3
coinweb,cweb,Coinweb,4
coinwind,cow,CoinWind,3
coinxpad,cxpad,CoinxPad,5
coldstack,cls,Coldstack,3
colizeum,zeum,Colizeum,4
collective,co2,Collective,3
collegecoinnetwork,ccn,CollegeCoinNetwork,3
collegicoin,clg,Collegicoin,3
colligo,cotk,Colligo,4
colony,cly,Colony,3
colossuscoinxt,colx,ColossusXT,4
columbus,cbs,Columbus,3
comdex,cmdx,Comdex,4
comfy,comfy,Comfy,5
communifty,cnft,Communifty,4
communique,cmq,Communique,3
complifi,comfi,CompliFi,5
comsa,cms,COMSA,3
concave,cnv,Concave,3
conceal,ccx,Conceal,3
concentrator,ctr,Concentrator,3
concertvr,cvt,concertVR,3
concordium,ccd,Concordium,3
confetti,cfti,Confetti,4
conjee,conj,Conjee,4
connectico,con,Connectico,3
connectjob,cjt,ConnectJob,3
connectome,cntm,Connectome,4
conqueror,conq,Conqueror,4
consentium,csm,Consentium,3
constitutiondao,people,ConstitutionDAO,6
contentbox,box,ContentBox,3
contentos,cos,Contentos,3
contracoin,ctcn,Contracoin,4
contracto,lock,Contracto,4
contribute,trib,Contribute,4
conun,con,CONUN,3
convergence,conv,Convergence,4
cook,cook,Cook,4
coolmining,cooha,CoolMining,5
cope,cope,Cope,4
copiosa,cop,Copiosa,3
copuppy,cp,CoPuppy,2
core,cmcx,CORE MultiChain,4
coredao,coredao,coreDAO,7
corestarter,cstr,CoreStarter,4
coreto,cor,Coreto,3
coreum,core,Coreum,4
corgicoin,corgi,CorgiCoin,5
corgidoge,corgi,Corgidoge,5
corginftgame,cor,CorgiNFTGame,3
corgiswap,coris,CorgiSwap,5
corionx,corx,CorionX,4
corite,co,Corite,2
cork,cork,Cork,4
corn,corn,CORN,4
cornatto,cnc,Cornatto,3
cornichon,corn,Cornichon,4
cornucopias,copi,Cornucopias,4
cortex,ctxc,Cortex,4
cortexdao,cxd,CortexDAO,3
cosmicswap,cosmic,CosmicSwap,6
cosmos,atom,Cosmos Hub,4
cosmostarter,csms,Cosmostarter,4
coti,coti,COTI,4
cotrader,cot,CoTrader,3
couchain,cou,Couchain,3
counosx,ccxx,CounosX,4
counterparty,xcp,Counterparty,3
couponbay,cup,CouponBay,3
covalent,cqt,Covalent,3
covercompared,cvr,CoverCompared,3
covesting,cov,Covesting,3
covey,$cvy,Covey,4
covicoin,cvc,CoviCoin,3
cowcoin,cc,CowCoin,2
cowry,cow,COWRY,3
cpchain,cpc,CPChain,3
cpuchain,cpu,CPUchain,3
cpucoin,cpu,CPUcoin,3
crabada,cra,Crabada,3
crabstrike,cst,CrabStrike,3
cratos,crts,Cratos,4
crave,crave,Crave,5
crazyminer,pwr,CrazyMiner,3
crazytime,crazytime,CrazyTime,9
crdt,crdt,CRDT,4
cream,crm,Creamcoin,3
creamy,creamy,Creamy,6
creaticles,cre8,Creaticles,4
creda,creda,CreDA,5
credefi,credi,Credefi,5
credit,credit,Credit,6
credits,cs,CREDITS,2
creditum,credit,Creditum,6
creds,creds,Creds,5
cresio,xcre,Cresio,4
crespo,cso,Crespo,3
crevacoin,creva,Crevacoin,5
crinet,cnt,Crinet,3
cripco,ip3,Cripco,3
croat,croat,CROAT,5
crodex,crx,Crodex,3
crogecoin,croge,Crogecoin,5
croking,crk,Croking,3
crolambos,crolambos,CROLambos,9
crome,crom,Crome,4
cronaswap,crona,CronaSwap,5
cronodes,crn,CroNodes,3
cronosnode,cron,CronosNode,4
cronospad,cpad,Cronospad,4
cronosphere,sphere,Cronosphere,6
cronosverse,vrse,CronosVerse,4
cropbytes,cbx,CropBytes,3
cropperfinance,crp,CropperFinance,3
crossfi,crfi,CrossFi,4
crosspad,cross,CrossPad,5
crossswap,cswap,CrossSwap,5
crosswallet,cwt,CrossWallet,3
crossx,crx,CrossX,3
crotama,crotama,Crotama,7
crowd,cwd,CROWD,3
crowdclassic,crcl,CRowdCLassic,4
crowdhero,crwd,CrowdHero,4
crowdswap,crowd,CrowdSwap,5
crowdy,crw,Crowdy,3
crown,crw,Crown,3
crowns,cws,Seascape Crowns,3
crownsterling,wcsov,CrownSterling,5
croxswap,crox,CroxSwap,4
crybet,cbt,CryBet,3
crycash,crc,CRYCASH,3
cryn,cryn,CRYN,4
cryptaur,cpt,Cryptaur,3
crypterium,crpt,Crypterium,4
cryptex,crx,CryptEx,3
cryptia,crypt,Cryptia,5
cryptobattles,cbt,CryptoBattles,3
cryptobay,bay,CryptoBay,3
cryptoblades,skill,CryptoBlades,5
cryptoblast,cbt,CryptoBlast,3
cryptobonusmiles,cbm,CryptoBonusMiles,3
cryptobosscoin,cbc,CryptoBossCoin,3
cryptocars,ccar,CryptoCars,4
cryptocart,ccv2,CryptoCart V2,4
cryptocean,cron,Cryptocean,4
cryptochrome,chm,Cryptochrome,3
cryptoclans,coc,CryptoClans,3
cryptocoinpay,ccp,CryptoCoinPay,3
cryptodicehero,hro,CryptoDiceHero,3
cryptodrop,juice,CryptoDrop,5
cryptoexpress,xpress,CryptoXpress,6
cryptofifa,ffa,FFA.Games,3
cryptoflow,cfl,Cryptoflow,3
cryptofootball,ballz,CryptoFootball,5
cryptofranc,xchf,CryptoFranc,4
cryptogamez,cgaz,CryptoGamez,4
cryptogangsters,cgang,CryptoGangsters,5
cryptogcoin,crg,Cryptogcoin,3
cryptogodz,godz,Cryptogodz,4
cryptohub,chg,Cryptohub,3
cryptojetski,cjet,CryptoJetski,4
cryptokek,kek,Cryptokek,3
cryptokki,tokki,CRYPTOKKI,5
cryptoku,cku,Cryptoku,3
cryptolion,clion,CryptoLion,5
cryptomeda,tech,Cryptomeda,4
cryptomoonshots,cms,CryptoMoonShots,3
cryptomotorcycle,cmc,CryptoMotorcycle,3
cryptonex,cnx,Cryptonex,3
cryptonits,crt,Cryptonits,3
cryptonovae,yae,Cryptonovae,3
cryptopay,cpay,Cryptopay,4
cryptoplanes,cpan,CryptoPlanes,4
cryptoplants,cpc,CryptoPlants Club,3
cryptopolis,cpo,Cryptopolis,3
cryptoprofile,cp,CryptoProfile,2
cryptopunt,pun,CryptoPunt,3
cryptorockets,crocket,CryptoRockets,7
cryptorose,crose,CryptoRose,5
cryptorpg,rpg,CryptoRPG,3
cryptosaga,saga,CryptoSaga,4
cryptoshares,shares,Cryptoshares,6
cryptoships,cship,CryptoShips,5
cryptoskates,cst,CryptoSkates,3
cryptosoul,soul,CryptoSoul,4
cryptostone,cps,Cryptostone,3
cryptostribe,cstc,CryptosTribe,4
cryptotanks,tank,CryptoTanks,4
cryptotem,totem,Cryptotem,5
cryptotrains,ctrain,CryptoTrains,6
cryptotycoon,ctt,CryptoTycoon,3
cryptounit,cru,Cryptounit,3
cryptovszombie,cvz,CryptoVsZombie,3
cryptowolf,cwolf,CryptoWolf,5
cryptozerofi,zeri_v2,CryptoZerofi V2,7
cryptozoo,zoo,CryptoZoo,3
cryptozoon,zoon,CryptoZoon,4
cryptrust,ctrt,Cryptrust,4
cryptyk,ctk,Cryptyk,3
csr,csr,CSR,3
cube,itamcube,CUBE,8
cubics,cubic,Cubics,5
cubiex,cbix,Cubiex,4
cubo,cubo,Cubo,4
cudos,cudos,Cudos,5
cuex,ccap,CUEX Capital,4
cultiplan,ctpl,Cultiplan,4
cuminu,cuminu,Cuminu,6
cumrocket,cummies,CumRocket,7
curate,xcur,Curate,4
curecoin,cure,Curecoin,4
curryswap,curry,CurrySwap,5
curvehash,curve,CURVEHASH,5
custodiy,cty,CUSTODIY,3
cutcoin,cut,CUTcoin,3
cvnx,cvnx,CVNX,4
cvshots,cvshot,CVSHOTS,6
cyberclassic,class,Cyberclassic,5
cyberdoge,cybrrrdoge,CyberDoge,10
cyberfi,cfi,CyberFi,3
cyberfm,cyfm,CyberFM,4
cyberkongz,kongz20,CYBERKONGZ,7
cybermiles,cmt,CyberMiles,3
cybermusic,cymt,CyberMusic,4
cybertronchain,ctc,CyberTronchain,3
cybervein,cvt,CyberVein,3
cyborgswap,cbo,CyborgSwap,3
cyclos,cys,Cykura,3
cypherium,cph,Cypherium,3
czbnb,czbnb,CZbnb,5
czbomb,czbomb,CZbomb,6
czbusd,czbusd,CZbusd,6
czfarm,czf,CZFarm,3
czshares,czshares,CZshares,8
czusd,czusd,CZUSD,5
dacc,dacc,DACC,4
dachshund,dsd,Dachshund,3
dacxi,dacxi,Dacxi,5
daddybabydoge,dbdoge,DaddyBabyDoge,6
daddybezos,djbz,DaddyBezos,4
daddyusdt,daddyusdt,DaddyUSDT,9
daddyyorkie,ddy,DaddyYorkie,3
daex,dax,DAEX,3
dafin,daf,DaFIN,3
dagger,xdag,Dagger,4
dai,dai,Dai,3
daikicoin,dic,Daikicoin,3
daisy,daisy,Daisy Protocol,5
dalecoin,dalc,Dalecoin,4
dali,dali,DALI,4
dama,dama,DAMA,4
dandy,dandy,Dandy Dego,5
dangermoon,dangermoon,DangerMoon,10
daobao,bao,DAOBAO,3
daohaus,haus,DAOhaus,4
daoland,dld,Daoland,3
daolaunch,dal,DAOLaunch,3
daosol,daosol,daoSOL,6
daosquare,rice,DAOSquare,4
daostack,gen,DAOstack,3
daovc,daovc,DAOvc,5
daoventures,dvd,DAOventures,3
daoverse,dvrs,DaoVerse,4
dapp,dapp,LiquidApps,4
dappercoin,dapp,DapperCoin,4
dappnode,node,DAppNode,4
dappradar,radar,DappRadar,5
dappstore,dappx,dAppstore,5
dappsy,app,Dappsy,3
darenft,dnft,DareNFT,4
dareplay,dpl,DarePlay,3
darkcrypto,dark,DarkCrypto,4
darkcrystl,darkcrystl,DarkCrystl,10
darkknight,dknight,Dark Knight,7
darkmatter,dmt,DarkMatter,3
darkpaycoin,d4rk,DARK,4
darkshield,dks,DarkShield,3
daruma,daruma,Daruma,6
dascoin,grn,GreenPower,3
dash,dash,Dash,4
dashsports,dass,DashSports,4
data,dta,DATA,3
datahighway,dhx,DataHighway,3
datakyc,dkyc,DataKYC,4
datamine,dam,Datamine,3
datx,datx,DATx,4
dav,dav,DAV Network,3
davidcoin,dc,DavidCoin,2
dawg,dawg,DAWG,4
dcap,$dcap,DCAP,5
deapcoin,dep,DEAPCOIN,3
deathroad,drace,DeathRoad,5
deblox,dgs,Deblox,3
decanect,dcnt,Decanect,4
decaswap,deca,DecaSwap,4
decentbet,dbet,DecentBet,4
decentr,dec,Decentr,3
decentrabnb,dbnb,DecentraBNB,4
decentraland,mana,Decentraland,4
decentralway,dcw,Decentralway,3
decentraweb,dweb,DecentraWeb,4
decentsol,dsol,DecentSol,4
decenturion,dcnt,Decenturion,4
dechart,dch,DeChart,3
decimal,del,Decimal,3
decimated,dio,Decimated,3
decoin,dtep,Decoin,4
decred,dcr,Decred,3
decredit,cdtc,DeCredit,4
decubate,dcb,Decubate,3
decurian,ecu,Decurian,3
deeponion,onion,DeepOnion,5
deepspace,dps,DEEPSPACE,3
deesse,love,Deesse,4
defactor,factr,Defactor,5
defhold,defo,DefHold,4
defiai,dfai,DeFiAI,4
defiato,dfiat,DeFiato,5
defibay,dbay,DefiBay,4
defibet,$dbet,DefiBet,5
defibox,box,DefiBox,3
defichain,dfi,DeFiChain,3
deficliq,cliq,DefiCliq,4
deficonnect,dfc,DefiConnect,3
defido,defido,DeFido,6
defigram,dfg,Defigram,3
defihorse,dfh,DeFiHorse,3
defil,dfl,DeFIL,3
defilancer,defilancer,Defilancer,10
defily,dfl,Defily,3
define,dfa,DeFine,3
definer,fin,DeFiner,3
definity,defx,DeFinity,4
defipie,pie,DeFiPie,3
defiplaza,dfp2,DefiPlaza,4
defire,cwap,DeFIRE,4
defis,xgm,Defis,3
defiscale,dfc,DeFiScale,3
defiskeletons,skeleton,Defiskeletons,8
defisportscoin,dsc,DefiSportsCoin,3
defistarter,dfi,DfiStarter,3
defit,defit,Digital Fitness,5
defly,defly,Defly,5
deflyball,defly,Deflyball,5
defy,defy,DEFY,4
defydefi,defy,DefyDefi,4
defyswap,dfy,Defyswap,3
degate,dg,DeGate,2
degem,dgm,DegemV2,3
degemeth,dgm,DeGEM,3
degen,degn,Degen,4
degenerator,meme,Meme,4
degenvc,dgvc,DegenVC,4
degenx,dgnx,DegenX,4
degis,deg,Degis,3
dehealth,dhlt,DeHealth,4
dehive,dhv,DeHive,3
dehorizon,devt,DeHorizon,4
dehub,dehub,DeHub,5
dekbox,dek,DekBox,3
deligence,ira,Diligence,3
delion,dln,Delion,3
deliq,dlq,Deliq,3
delphy,dpy,Delphy,3
deltachain,delta,DeltaChain,5
deltafi,delfi,DeltaFi,5
deltaflip,deltaf,DeltaFlip,6
demeter,deo,Demeter,3
demodyfi,dmod,Demodyfi,4
demole,dmlg,Demole,4
denarius,d,Denarius,1
dendomains,ddn,Den Domains,3
dent,dent,Dent,4
dentacoin,dcn,Dentacoin,3
dentrocoin,dentro,Dentrocoin,6
depay,depay,DePay,5
depo,depo,Depo,4
depocket,depo,DePocket,4
dequant,deq,Dequant,3
derace,derc,DeRace,4
deracoin,drc,Deracoin,3
derivadao,ddx,DerivaDAO,3
derived,dvdx,Derived,4
dero,dero,Dero,4
desmos,dsm,Desmos,3
destorage,ds,DeStorage,2
deswap,daw,Deswap,3
dether,dth,Dether,3
deusdc,deusdc,deUSDC,6
deuxpad,deux,DeuxPad,4
devault,dvt,DeVault,3
devery,eve,Devery,3
deviantcoin,dev,Deviant Coin,3
devikins,dvk,Devikins,3
devolution,devo,DeVolution,4
dexalot,alot,Dexalot,4
dexbrowser,bro,DexBrowser,3
dexcheck,dxcheck,DexCheck,7
dexe,dexe,DeXe,4
dexfin,dxf,Dexfin,3
dexfolio,dexf,Dexfolio,4
dexigas,dxg,Dexigas,3
dexira,dex,dexIRA,3
dexkit,kit,DexKit,3
dexlab,dxl,Dexlab,3
dexpad,dxp,DexPad,3
dexpools,dxp,Vela Exchange,3
dexscrow,dxw,Dexscrow,3
dexshare,dexshare,dexSHARE,8
dexsport,desu,Dexsport,4
dextf,dextf,Domani Protocol,5
dextools,dext,DexTools,4
dextro,dxo,Dextro,3
dfinance,xfi,Dfinance,3
dfohub,buidl,dfohub,5
dfund,dfnd,dFund,4
dfuture,dft,dfuture,3
dgld,dgld,DGLD,4
dgpayment,dgp,DGPayment,3
dhabicoin,dbc,Dhabicoin,3
dhealth,dhp,dHealth,3
diabolo,dcash,Diabolo,5
diamond,dmd,Diamond,3
diamondhold,dhold,DiamondHold,5
diamondq,diq,DiamondQ,3
diamondshiba,ds$,DiamondShiba,3
diemlibre,dlb,DiemLibre,3
diffusion,diff,Diffusion,4
digg,digg,DIGG,4
digible,digi,Digible,4
digibyte,dgb,DigiByte,3
digichain,digichain,Digichain Coin,9
digimetaverse,dgmv,DigiMetaverse,4
digimoney,dgm,DigiMoney,3
digipad,dgp,Digipad,3
digiswap,digis,DigiSwap,5
digitalbits,xdb,DigitalBits,3
digitalcoin,dgc,Digitalcoin,3
digitalnote,xdn,DigitalNote,3
digitalprice,dp,DigitalPrice,2
digixdao,dgd,DigixDAO,3
dike,dike,Dike,4
dimecoin,dime,Dimecoin,4
dimitra,dmtr,Dimitra,4
dina,dina,Dina,4
dinastycoin,dcy,Dinastycoin,3
dinero,din,Dinero,3
dingocoin,dingo,Dingocoin,5
dino,dino,Dino,4
dinoegg,dinoegg,DINOEGG,7
dinoland,dnl,Dinoland,3
dinopark,dinop,DinoPark,5
dinosaureggs,dsg,Dinosaur Eggs,3
dinostep,dns,DinoStep,3
dinoswap,dino,DinoSwap,4
dinox,dnxc,DinoX,4
diolaunch,dla,Diolaunch,3
dione,dione,Dione,5
dionpay,dion,Dionpay,4
dirham,dah,Dirham,3
disbalancer,ddos,disBalancer,4
disciplesdao,dct,DisciplesDAO,3
distx,distx,DistX,5
divi,divi,Divi,4
diviner,div,Diviner,3
divs,divs,Divs,4
diyarbekirspor,diyar,Diyarbekirspor,5
dkargo,dka,dKargo,3
dmarket,dmt,DMarket,3
dmd,dmd,DMD,3
dnaxcat,dxct,DNAxCAT,4
doaibu,doa,Doaibu,3
dobermann,dobe,Dobermann,4
dock,dock,Dock,4
docuchain,dcct,DocuChain,4
documentchain,dms,Documentchain,3
dodo,dodo,DODO,4
dodreamchain,drm,DoDreamChain,3
doex,doex,DOEX,4
dogami,doga,Dogami,4
dogdeficoin,dogdefi,DogDeFiCoin,7
dogebonk,dobo,DogeBonk,4
dogecash,dogec,DogeCash,5
dogechain,dc,Dogechain,2
dogeclaw,claw,Dogeclaw,4
dogecoin,doge,Dogecoin,4
dogecola,dogecola,DogeCola,8
dogecolony,dogeco,Dogecolony,6
dogecube,dogecube,DogeCube,8
dogedead,dogedead,DogeDead,8
dogedi,dogedi,DOGEDI,6
dogedragon,dd,DogeDragon,2
dogefi,dogefi,DogeFi,6
dogefood,dogefood,DogeFood,8
dogegamer,dga,Doge Gamer,3
dogegayson,goge,DogeGaySon,4
dogegf,dogegf,DogeGF,6
dogeking,dogeking,DogeKing,8
dogekongzilla,dogekongzilla,DogeKongZilla,13
dogelana,dgln,Dogelana,4
dogeman,dgman,DogeMan,5
dogemetaverse,dogemeta,Dogemetaverse,8
dogemoon,dogemoon,Dogemoon,8
dogeon,don,Dogeon,3
dogepepsi,dogepepsi,DogePepsi,9
dogeshiba,doshib,DogeShiba,6
dogeshrek,dogeshrek,DogeShrek,9
dogestribute,dgstb,Dogestribute,5
dogeswap,doges,Dogeswap,5
dogetama,dogetama,Dogetama,8
dogetools,dtools,DogeTools,6
dogeville,dville,DogeVille,6
dogewhale,dogewhale,Dogewhale,9
dogewhisky,dogewhisky,Dogewhisky,10
dogeyield,dogy,DogeYield,4
dogezilla,dogezilla,DogeZilla,9
dogezone,dgz,Dogezone,3
dogger,dogger,Dogger,6
doggod,god,DOGGOD,3
doggy,doggy,Doggy,5
dogira,dogira,Dogira,6
dogkage,dake,DogKage,4
dogsofelon,doe,Dogs Of Elon,3
dogus,dogus,Dogus,5
dogyrace,dor,DogyRace,3
dogz,dogz,Dogz,4
dohrnii,dhn,Dohrnii,3
doichain,doi,Doichain,3
dojo,dojo,DOJO,4
dokdo,dkd,Dokdo,3
doken,doken,DoKEN,5
dollarback,back,DollarBack,4
dollardoge,dollardoge,DollarDoge,10
dollars,usdx,Dollars,4
domi,domi,Domi,4
domraider,drt,DomRaider,3
dona,dona,DONA,4
